lat,lon,name,admin1,admin2,cc
40.74842713,-73.99430488,10001, , , 
40.7223135,-73.98770883,10002, , , 
40.73163076,-73.98842651,10003, , , 
40.7038268,-74.0104784,10004, , , 
40.70610778,-74.01581332,10005, , , 
40.7068216,-74.0137315,10006, , , 
40.71426781,-74.00888199,10007, , , 
40.72592528,-73.97890418,10009, , , 
40.73976409,-73.98511119,10010, , , 
40.74083558,-73.99948927,10011, , , 
40.72510791,-73.99818895,10012, , , 
40.715236,-74.0054199,10013, , , 
40.73466648,-74.00480935,10014, , , 
40.7493074,-73.9794184,10016, , , 
40.75249911,-73.97287682,10017, , , 
40.75498596,-73.99208888,10018, , , 
40.76431236,-73.98585208,10019, , , 
40.75929489,-73.97970699,10020, , , 
40.77028746,-73.95978769,10021, , , 
40.7607161,-73.9669622,10022, , , 
40.77717365,-73.98086643,10023, , , 
40.78681329,-73.97647245,10024, , , 
40.79859345,-73.96751052,10025, , , 
40.8030699,-73.9527496,10026, , , 
40.81037756,-73.95022161,10027, , , 
40.7761415,-73.95281088,10028, , , 
40.7836223,-73.9430406,10029, , , 
40.81839874,-73.94349602,10030, , , 
40.82525295,-73.94899294,10031, , , 
40.83846965,-73.94134583,10032, , , 
40.84993002,-73.93586534,10033, , , 
40.86672431,-73.91961863,10034, , , 
40.79789427,-73.93900168,10035, , , 
40.7644002,-73.9988629,10036, , , 
40.8107554,-73.9350453,10037, , , 
40.70933101,-74.00412623,10038, , , 
40.82716987,-73.93752718,10039, , , 
40.8587778,-73.92924447,10040, , , 
33.973,-6.8919999,10044, , , 
40.71218902,-74.0120414,10048, , , 
40.76497818,-73.96472224,10065, , , 
40.7769391,-73.98818554,10069, , , 
40.77361282,-73.95649741,10075, , , 
40.75919238,-73.9774514,10111, , , 
40.78180156,-73.95123654,10128, , , 
40.70896678,-74.01687058,10280, , , 
40.7141575,-74.0150305,10281, , , 
40.71541995,-74.01571874,10282, , , 
40.82045293,-73.91980366,10451, , , 
40.83778184,-73.92231939,10452, , , 
40.85237442,-73.91192447,10453, , , 
40.8077465,-73.91819246,10454, , , 
40.81547058,-73.9088965,10455, , , 
40.83005089,-73.9085156,10456, , , 
40.84691513,-73.89867746,10457, , , 
40.86161007,-73.88875164,10458, , , 
40.82608709,-73.89404084,10459, , , 
40.84017728,-73.88046981,10460, , , 
40.84603107,-73.83979471,10461, , , 
40.84206788,-73.85723027,10462, , , 
59.320471,18.0693236,10465, , , 
40.8914322,-73.84630686,10466, , , 
40.87452314,-73.8679024,10467, , , 
40.86837269,-73.8983122,10468, , , 
40.8612782,-73.8300987,10469, , , 
40.89898447,-73.86182991,10470, , , 
40.8929133,-73.8972175,10471, , , 
40.82982878,-73.8686678,10472, , , 
40.81776288,-73.85680866,10473, , , 
40.8122053,-73.88621746,10474, , , 
40.87775867,-73.82728893,10475, , , 
36.13021755,-5.448738,11201, , , 
40.656242,-73.9366849,11203, , , 
40.6188067,-73.98577042,11204, , , 
40.69387804,-73.96459676,11205, , , 
40.70158664,-73.94310097,11206, , , 
40.66931542,-73.8938726,11207, , , 
40.6748165,-73.8630635,11208, , , 
40.6414447,-74.032501,11209, , , 
40.62741974,-73.94567226,11210, , , 
44.88136518,20.45791542,11211, , , 
40.66202601,-73.9147806,11212, , , 
40.67084361,-73.93742162,11213, , , 
40.60260296,-73.99641062,11214, , , 
40.66721684,-73.98425366,11215, , , 
40.68052713,-73.9493356,11216, , , 
40.68245007,-73.97951275,11217, , , 
40.64362629,-73.97730183,11218, , , 
40.63265756,-73.99704745,11219, , , 
59.3264429,18.0432382,11220, , , 
40.69151945,-73.92686701,11221, , , 
44.74477804,20.48713175,11222, , , 
59.3298176,18.0448907,11223, , , 
40.6451813,-73.9747313,11224, , , 
40.66291229,-73.95368291,11225, , , 
40.6458972,-73.95499524,11226, , , 
40.61872973,-74.01237921,11228, , , 
40.60152888,-73.94640721,11229, , , 
40.62151829,-73.96560379,11230, , , 
59.32980135,18.03653635,11231, , , 
59.3341403,18.0361299,11232, , , 
40.67899447,-73.92020596,11233, , , 
40.61892441,-73.92367581,11234, , , 
59.329609,18.0268141,11235, , , 
40.63997358,-73.90298262,11236, , , 
59.3294662,18.0305269,11237, , , 
40.68108485,-73.96359078,11238, , , 
40.64933729,-73.88300938,11239, , , 
44.80157439,20.46586087,11001, , , 
36.53269981,-6.29599526,11004, , , 
50.0894268,14.426474,11005, , , 
44.77550488,20.48300272,11040, , , 
12.14800543,-86.23783615,11096, , , 
44.81071707,20.46749239,11101, , , 
44.8178523,20.4585127,11102, , , 
44.8126042,20.46645777,11103, , , 
12.14836124,-86.27255685,11104, , , 
12.14570755,-86.27192209,11105, , , 
44.8249514,20.4570835,11106, , , 
54.69966949,25.42147557,11109, , , 
40.77486375,-73.83171423,11354, , , 
40.75673175,-73.8270646,11355, , , 
59.345854,18.057987,11356, , , 
59.3414113,18.059737,11357, , , 
59.3400873,18.0615415,11358, , , 
59.33904347,18.0545753,11360, , , 
30.09418594,31.35153858,11361, , , 
40.7449445,-73.7331673,11362, , , 
40.77274372,-73.74466908,11363, , , 
40.74688289,-73.75943959,11364, , , 
59.3468824,18.0335355,11365, , , 
40.728006,-73.7931925,11366, , , 
40.72876707,-73.82108552,11367, , , 
40.7598803,-73.8460816,11368, , , 
40.7624911,-73.8726648,11369, , , 
30.06319521,31.34257085,11371, , , 
40.75136327,-73.88313972,11372, , , 
24.64814734,46.64680751,11373, , , 
40.7237945,-73.860597,11374, , , 
40.71937067,-73.84792435,11375, , , 
40.738613,-73.9071309,11377, , , 
40.7315118,-73.9184467,11378, , , 
40.730088,-73.8761505,11379, , , 
40.70392449,-73.89231343,11385, , , 
24.70601113,46.710057,11411, , , 
40.69786256,-73.75807805,11412, , , 
40.6730493,-73.74966357,11413, , , 
40.65701342,-73.83074423,11414, , , 
59.37091898,18.06186815,11415, , , 
59.37065325,18.06212918,11416, , , 
40.6750235,-73.8438215,11417, , , 
40.7023255,-73.823984,11418, , , 
59.35398948,18.0577649,11419, , , 
43.19670371,1.825344082,11420, , , 
40.69471492,-73.85578593,11421, , , 
40.66346914,-73.73537147,11422, , , 
40.71478695,-73.76762756,11423, , , 
59.3445941,18.0707499,11426, , , 
40.723976,-73.7604495,11427, , , 
59.34869125,18.07220526,11428, , , 
40.70900761,-73.73952228,11429, , , 
59.3395428,18.0356801,11430, , , 
40.71506226,-73.79364124,11432, , , 
40.69724204,-73.78691913,11433, , , 
59.33536942,18.07355966,11434, , , 
59.3362212,18.07320525,11435, , , 
59.3407835,18.0762633,11436, , , 
40.60154826,-73.75781075,11691, , , 
40.59388109,-73.79679247,11692, , , 
40.57773653,-73.84681202,11694, , , 
40.56086932,-73.91218321,11697, , , 
54.70893679,25.31141259,10301, , , 
40.63079575,-74.13758678,10302, , , 
40.63026079,-74.15877988,10303, , , 
40.60990118,-74.08805319,10304, , , 
54.70062171,25.30891577,10305, , , 
40.56874798,-74.11672511,10306, , , 
40.50795092,-74.24256086,10307, , , 
54.69498019,25.30452118,10308, , , 
40.53465465,-74.21282982,10309, , , 
48.14879263,4.816801329,10310, , , 
54.69999714,25.31239614,10312, , , 
54.7016805,25.31961533,10314, , , 